Thu Jul  4 17:39:23 2019
[Header]
Column  0 : index               	#
Column  1 : time                	sec
Column  2 : voltage             	V
Column  3 : petit voltage       	mV
[Header end]

+0.00000000e+00,+2.86102295e-06,+0.00000000e+00,+0.00000000e+00
+1.00000000e+02,+6.60347700e-01,+4.53072336e-02,-3.79886470e-02
+2.00000000e+02,+1.32242393e+00,+8.13590702e-04,-4.72225254e-02
+3.00000000e+02,+1.98528576e+00,-2.61814946e-02,-6.34774764e-02
+4.00000000e+02,+2.65024781e+00,-2.88930733e-02,-5.46652766e-02
+5.00000000e+02,+3.31480479e+00,-3.23488033e-02,-8.62250615e-02
+6.00000000e+02,+3.97631192e+00,+2.35761102e-03,-6.80883367e-02
+7.00000000e+02,+4.64616013e+00,-5.87000000e-03,-6.49850756e-02
+8.00000000e+02,+5.31027603e+00,-3.63710823e-02,-9.87496016e-02
+9.00000000e+02,+5.97209191e+00,-3.03960041e-02,-6.39111233e-02
+1.00000000e+03,+6.64243197e+00,-2.15423444e-02,-8.63470775e-02
+1.10000000e+03,+7.30836797e+00,+3.94328682e-03,-1.10299801e-01
+1.20000000e+03,+7.97030973e+00,+4.32293060e-02,-1.22632590e-01
+1.30000000e+03,+8.63368392e+00,+1.38855664e-02,-1.46979803e-01
+1.40000000e+03,+9.29627681e+00,-2.15349473e-02,-1.45400818e-01
+1.50000000e+03,+9.95867896e+00,+8.04536172e-03,-1.34296595e-01
+1.60000000e+03,+1.06194239e+01,+4.04465074e-02,-8.83922927e-02
+1.70000000e+03,+1.12847219e+01,+1.18758828e-02,-9.94149716e-02
+1.80000000e+03,+1.19464109e+01,+4.32614922e-02,-5.37011994e-02
+1.90000000e+03,+1.26097238e+01,+9.89159886e-03,-1.65093476e-02
+2.00000000e+03,+1.32722919e+01,+5.12552916e-02,-2.45854733e-02
+2.10000000e+03,+1.39328868e+01,+3.73694454e-02,-4.07853500e-02
+2.20000000e+03,+1.45933847e+01,+6.29746629e-02,-7.36298208e-02
+2.30000000e+03,+1.52562511e+01,+6.14476741e-02,-4.15426793e-02
+2.40000000e+03,+1.59179981e+01,+7.79326461e-02,-8.47762675e-02
+2.50000000e+03,+1.65789261e+01,+1.10488005e-01,-7.00602559e-02
+2.60000000e+03,+1.72419918e+01,+1.37157221e-01,-6.99554003e-02
+2.70000000e+03,+1.79062889e+01,+1.77964442e-01,-2.93988309e-02
+2.80000000e+03,+1.85682828e+01,+1.55138722e-01,+6.82224739e-03
+2.90000000e+03,+1.92336009e+01,+1.09772119e-01,-2.83150648e-02
+3.00000000e+03,+1.98945510e+01,+9.73449997e-02,-2.30008834e-02
+3.10000000e+03,+2.05571151e+01,+4.75576311e-02,-2.25764729e-02
+3.20000000e+03,+2.12202590e+01,+5.46854416e-02,+4.50075075e-03
+3.30000000e+03,+2.18807099e+01,+1.03541622e-01,+4.84539659e-02
+3.40000000e+03,+2.25461018e+01,+9.99214928e-02,+5.86962401e-03
+3.50000000e+03,+2.32082188e+01,+9.79539971e-02,-3.00703237e-02
+3.60000000e+03,+2.38734319e+01,+9.77965806e-02,-7.27985051e-02
+3.70000000e+03,+2.45364079e+01,+1.04419513e-01,-8.38078953e-02
+3.80000000e+03,+2.52011387e+01,+7.32278799e-02,-9.71213523e-02
+3.90000000e+03,+2.58661580e+01,+9.22285893e-02,-6.73596143e-02
