Thu Jul  4 17:36:09 2019\n[Header]\nColumn  0 : index               \t#\nColumn  1 : time                \tsec\nColumn  2 : voltage             \tV\nColumn  3 : petit voltage       \tmV\n[Header end]

+0.00000000e+00,+3.09944153e-06,+0.00000000e+00,+0.00000000e+00
+1.00000000e+02,+6.64970160e-01,-9.53548587e-03,+3.89943847e-02
+2.00000000e+02,+1.32748127e+00,+1.22181635e-02,+8.32334551e-02
+3.00000000e+02,+1.98990107e+00,+5.21260359e-02,+3.59246089e-02
+4.00000000e+02,+2.65480709e+00,+3.52604892e-02,+5.27761609e-02
+5.00000000e+02,+3.31542206e+00,+5.84617274e-02,+5.58049263e-02
+6.00000000e+02,+3.97844195e+00,+3.58157999e-02,+7.77982005e-02
+7.00000000e+02,+4.63980508e+00,+2.73137652e-02,+9.72953176e-02
+8.00000000e+02,+5.30475497e+00,+1.25160042e-02,+1.26551103e-01
+9.00000000e+02,+5.96809602e+00,-2.71893550e-02,+1.49591643e-01
+1.00000000e+03,+6.63268900e+00,-5.89676449e-02,+1.69785610e-01
+1.10000000e+03,+7.29498816e+00,-1.83149948e-02,+1.54033020e-01
+1.20000000e+03,+7.95850015e+00,-2.15617870e-02,+1.69757658e-01
+1.30000000e+03,+8.61890888e+00,-4.13595405e-02,+2.17602681e-01
+1.40000000e+03,+9.27962303e+00,-1.19319072e-02,+1.93173159e-01
+1.50000000e+03,+9.94485211e+00,+2.29831993e-02,+1.70474349e-01
+1.60000000e+03,+1.06057470e+01,-7.16251726e-03,+1.48985720e-01
+1.70000000e+03,+1.12709911e+01,+2.36847151e-02,+1.73835769e-01
+1.80000000e+03,+1.19348681e+01,+5.74539109e-02,+2.08567297e-01
+1.90000000e+03,+1.25983009e+01,+6.79502490e-02,+1.64704894e-01
+2.00000000e+03,+1.32586341e+01,+6.28192688e-02,+1.67805510e-01
+2.10000000e+03,+1.39224901e+01,+7.03413027e-02,+1.31461472e-01
+2.20000000e+03,+1.45848532e+01,+1.05869824e-01,+9.68963437e-02
+2.30000000e+03,+1.52490509e+01,+9.24168983e-02,+1.21902395e-01
+2.40000000e+03,+1.59139352e+01,+4.95160320e-02,+1.15422128e-01
+2.50000000e+03,+1.65789063e+01,+6.15013216e-02,+1.64910302e-01
+2.60000000e+03,+1.72416642e+01,+5.32800586e-02,+1.26302422e-01
+2.70000000e+03,+1.79047670e+01,+9.02412563e-02,+1.51604339e-01
+2.80000000e+03,+1.85682991e+01,+8.27655916e-02,+1.13112713e-01
+2.90000000e+03,+1.92336280e+01,+3.48867607e-02,+6.59757832e-02
+3.00000000e+03,+1.98950102e+01,+2.35522518e-02,+2.11505978e-02
+3.10000000e+03,+2.05583100e+01,+2.78798188e-02,-4.41036762e-03
+3.20000000e+03,+2.12193151e+01,-1.43202981e-02,+2.08413403e-02
+3.30000000e+03,+2.18842762e+01,-2.70851101e-02,+4.75668266e-03
+3.40000000e+03,+2.25477991e+01,-2.27374764e-02,-4.18931516e-02
+3.50000000e+03,+2.32103350e+01,+1.73366967e-02,-4.00861784e-03
+3.60000000e+03,+2.38747652e+01,-4.16222717e-03,+2.46258907e-02
+3.70000000e+03,+2.45379331e+01,-3.17113102e-03,+1.36723752e-02
+3.80000000e+03,+2.52004051e+01,+3.34462700e-02,+2.27389535e-02
+3.90000000e+03,+2.58648331e+01,+4.36108123e-02,+4.57630445e-02
+4.00000000e+03,+2.65260990e+01,+6.20225286e-02,+7.39676284e-02
+4.10000000e+03,+2.71889579e+01,+3.36153288e-02,+6.71666126e-02
+4.20000000e+03,+2.78495491e+01,+1.06017319e-02,+2.32567843e-02
+4.30000000e+03,+2.85148733e+01,-2.06838066e-03,-6.15679264e-03
+4.40000000e+03,+2.91793532e+01,+1.80100149e-02,-2.83878469e-02
+4.50000000e+03,+2.98423350e+01,+3.84000607e-02,-2.35432074e-02
+4.60000000e+03,+3.05048499e+01,+4.48225391e-02,-3.92190601e-02
+4.70000000e+03,+3.11653540e+01,+7.48147743e-02,-8.45621767e-02
+4.80000000e+03,+3.18282619e+01,+2.66856909e-02,-4.43764497e-02
+4.90000000e+03,+3.24915872e+01,-8.41143617e-03,-4.47932637e-03
+5.00000000e+03,+3.31548312e+01,-3.43914832e-02,-2.13107592e-04
+5.10000000e+03,+3.38174689e+01,-2.09529048e-02,+4.92103870e-03
+5.20000000e+03,+3.44796879e+01,-1.38322224e-02,-2.36878813e-02
+5.30000000e+03,+3.51448340e+01,-5.17161159e-02,-7.72280509e-03
+5.40000000e+03,+3.58091390e+01,-8.19106228e-02,+2.97748913e-02
+5.50000000e+03,+3.64708769e+01,-1.30235830e-01,+3.68118855e-02
+5.60000000e+03,+3.71343303e+01,-1.38443711e-01,+3.50402107e-02
+5.70000000e+03,+3.77948313e+01,-1.80012460e-01,+2.16143551e-02
+5.80000000e+03,+3.84596303e+01,-2.25643960e-01,-2.47793524e-03
+5.90000000e+03,+3.91201060e+01,-1.96241814e-01,+9.45866252e-03
+6.00000000e+03,+3.97848473e+01,-2.20862957e-01,-4.08004688e-03
+6.10000000e+03,+4.04463120e+01,-2.60454178e-01,-3.91834122e-02
+6.20000000e+03,+4.11102931e+01,-2.29494689e-01,-6.69365408e-02
+6.30000000e+03,+4.17749650e+01,-2.76156441e-01,-8.08318338e-02
+6.40000000e+03,+4.24370670e+01,-2.74460863e-01,-1.14083565e-01
+6.50000000e+03,+4.31020312e+01,-2.34822152e-01,-1.03320034e-01
+6.60000000e+03,+4.37649570e+01,-2.68160156e-01,-9.10141274e-02
+6.70000000e+03,+4.44264803e+01,-2.59463508e-01,-4.86074894e-02
+6.80000000e+03,+4.50916431e+01,-2.86245815e-01,-7.22383714e-02
+6.90000000e+03,+4.57523341e+01,-2.98447545e-01,-5.64760249e-02
+7.00000000e+03,+4.64147751e+01,-3.47739330e-01,-1.03270340e-01
+7.10000000e+03,+4.70788951e+01,-3.87218184e-01,-1.40170667e-01
