Mon Feb  5 15:08:18 2018
[Header]
Column  0 : index               	#
Column  1 : time                	s
Column  2 : voltage             	V
Column  3 : petit voltage       	mV
[Header end]

+0.00000000e+00, +4.05311584e-06, +0.00000000e+00, +0.00000000e+00
+1.00000000e+02, +6.61377192e-01, -3.61169567e-02, -2.24747931e-02
+2.00000000e+02, +1.32385421e+00, -5.85257376e-02, +1.92489779e-02
+3.00000000e+02, +1.98516607e+00, -7.89559004e-02, +6.06236715e-02
+4.00000000e+02, +2.64669704e+00, -4.57824705e-02, +6.98276557e-02
+5.00000000e+02, +3.31092310e+00, -3.51953088e-02, +3.65140150e-02
+6.00000000e+02, +3.97115397e+00, -5.57039684e-02, +7.94192268e-02
+7.00000000e+02, +4.63363194e+00, -8.72954744e-02, +8.62525689e-02
+8.00000000e+02, +5.29391789e+00, -4.41462043e-02, +1.26527794e-01
+9.00000000e+02, +5.95552993e+00, -4.04897695e-02, +1.05087707e-01
+1.00000000e+03, +6.61731505e+00, -3.23371797e-02, +1.45555636e-01
+1.10000000e+03, +7.27905321e+00, +1.01839697e-03, +1.49669610e-01
+1.20000000e+03, +7.94217396e+00, +1.76858975e-02, +1.78892787e-01
+1.30000000e+03, +8.60254002e+00, -4.76200975e-03, +2.16041233e-01
+1.40000000e+03, +9.26438308e+00, -2.06371941e-02, +2.60642380e-01
+1.50000000e+03, +9.92612791e+00, +8.70626584e-03, +2.64328813e-01
+1.60000000e+03, +1.05878310e+01, -3.40324515e-02, +2.57210629e-01
+1.70000000e+03, +1.12496731e+01, -3.17693338e-02, +2.29423110e-01
+1.80000000e+03, +1.19129970e+01, -6.88094000e-02, +2.45168953e-01
+1.90000000e+03, +1.25733781e+01, -6.37870921e-02, +2.86068198e-01
+2.00000000e+03, +1.32357378e+01, -3.46253655e-02, +2.92591115e-01
+2.10000000e+03, +1.38967729e+01, -2.54079982e-02, +2.62216257e-01
+2.20000000e+03, +1.45585210e+01, +1.48794844e-02, +2.84952575e-01
+2.30000000e+03, +1.52228019e+01, -6.90488371e-03, +3.25843021e-01
+2.40000000e+03, +1.58837261e+01, -4.12954147e-02, +2.77390994e-01
+2.50000000e+03, +1.65462699e+01, -7.69539963e-02, +2.51147621e-01
+2.60000000e+03, +1.72115750e+01, -1.00098655e-01, +2.07156035e-01
+2.70000000e+03, +1.78747170e+01, -1.23160135e-01, +1.77777323e-01
+2.80000000e+03, +1.85401530e+01, -1.49235492e-01, +2.16318933e-01
+2.90000000e+03, +1.92037373e+01, -1.44199111e-01, +1.69076858e-01
+3.00000000e+03, +1.98642881e+01, -1.57358123e-01, +1.30654750e-01
+3.10000000e+03, +2.05260150e+01, -1.38561190e-01, +1.63288787e-01
+3.20000000e+03, +2.11878128e+01, -8.91437108e-02, +1.35985314e-01
+3.30000000e+03, +2.18495541e+01, -1.12978054e-01, +1.18081443e-01
+3.40000000e+03, +2.25124910e+01, -1.61919491e-01, +9.12843235e-02
+3.50000000e+03, +2.31847041e+01, -1.60474815e-01, +1.39579268e-01
+3.60000000e+03, +2.38475342e+01, -1.25832830e-01, +1.37882897e-01
+3.70000000e+03, +2.45082300e+01, -9.19442676e-02, +1.04803363e-01
+3.80000000e+03, +2.51727939e+01, -7.54504916e-02, +7.74146460e-02
+3.90000000e+03, +2.58331652e+01, -5.93487643e-02, +1.01643494e-01
+4.00000000e+03, +2.64971189e+01, -5.93987892e-02, +7.69301034e-02
+4.10000000e+03, +2.71596539e+01, -3.34409298e-02, +7.69355197e-02
+4.20000000e+03, +2.78232431e+01, -3.64082109e-02, +9.73367369e-02
+4.30000000e+03, +2.84862530e+01, -6.60999064e-02, +7.95516619e-02
+4.40000000e+03, +2.91466930e+01, -6.82891167e-02, +3.68926380e-02
+4.50000000e+03, +2.98106971e+01, -1.03864298e-01, +4.45575202e-02
+4.60000000e+03, +3.04757991e+01, -6.10172680e-02, +7.41318193e-02
+4.70000000e+03, +3.11388202e+01, -3.53098049e-02, +5.30894423e-02
+4.80000000e+03, +3.18008511e+01, -2.45331168e-02, +3.46784883e-03
+4.90000000e+03, +3.24611962e+01, -3.88858724e-02, +3.22709992e-02
+5.00000000e+03, +3.31258221e+01, -8.66055922e-03, +2.10112352e-03
+5.10000000e+03, +3.37892501e+01, +4.76571630e-03, +3.30943620e-02
+5.20000000e+03, +3.44503939e+01, +3.07288293e-02, +6.57477496e-03
+5.30000000e+03, +3.51150200e+01, +2.69283286e-03, +5.34328704e-02
+5.40000000e+03, +3.57802920e+01, -5.92821490e-03, +6.68064737e-03
+5.50000000e+03, +3.64432862e+01, -4.00598094e-02, -4.14830594e-02
+5.60000000e+03, +3.71084449e+01, -1.51022181e-02, -9.14757267e-02
+5.70000000e+03, +3.77698951e+01, -4.86288732e-02, -5.61669895e-02
+5.80000000e+03, +3.84308622e+01, -2.74679002e-02, -4.54574330e-02
+5.90000000e+03, +3.90912731e+01, -2.79108775e-02, -7.82392797e-02
+6.00000000e+03, +3.97522299e+01, -6.31555690e-02, -4.53525856e-02
+6.10000000e+03, +4.04139352e+01, -7.33983940e-02, -2.43792347e-02
+6.20000000e+03, +4.10781419e+01, -1.01392475e-01, +7.59912778e-03
+6.30000000e+03, +4.17406170e+01, -1.02708609e-01, +2.15154925e-02
+6.40000000e+03, +4.24036312e+01, -6.67301383e-02, +6.44065292e-03
+6.50000000e+03, +4.30670631e+01, -1.06126184e-01, +4.84454403e-02
+6.60000000e+03, +4.37323561e+01, -1.14171714e-01, +1.71965510e-02
+6.70000000e+03, +4.43961370e+01, -1.33743854e-01, +4.87558752e-02
+6.80000000e+03, +4.50579972e+01, -1.03630964e-01, +1.13031805e-02
+6.90000000e+03, +4.57197142e+01, -1.45708767e-01, +1.21341700e-03
+7.00000000e+03, +4.63840389e+01, -1.47567066e-01, -5.22541279e-03
+7.10000000e+03, +4.70479722e+01, -1.60128637e-01, -3.74466066e-02
+7.20000000e+03, +4.77132912e+01, -1.79437340e-01, -3.51906357e-02
+7.30000000e+03, +4.83783569e+01, -1.79943669e-01, -5.21483640e-02
+7.40000000e+03, +4.90423810e+01, -2.07519441e-01, -2.96481578e-02
+7.50000000e+03, +4.97087491e+01, -2.13876616e-01, -4.62327882e-02
+7.60000000e+03, +5.03708491e+01, -1.71001925e-01, -2.23790463e-02
+7.70000000e+03, +5.10362220e+01, -1.93053035e-01, -6.67724674e-02
+7.80000000e+03, +5.16988490e+01, -1.85397117e-01, -6.98043181e-02
+7.90000000e+03, +5.23613980e+01, -1.85315574e-01, -2.72452840e-02
