Fri Jul  5 10:57:01 2019
[Header]
Column  0 : index               	#
Column  1 : time                	sec
Column  2 : voltage             	V
Column  3 : petit voltage       	mV
[Header end]

+0.00000000e+00,+2.86102295e-06,+0.00000000e+00,+0.00000000e+00
+1.00000000e+02,+6.63397074e-01,+4.70166528e-03,+1.53504391e-03
+2.00000000e+02,+1.32380414e+00,-2.32649835e-02,-8.87992881e-03
+3.00000000e+02,+1.98891783e+00,-6.13204362e-02,+2.88232177e-02
+4.00000000e+02,+2.65169406e+00,-2.77877408e-02,+3.66179876e-02
+5.00000000e+02,+3.31524587e+00,-7.19314385e-02,+2.55094254e-02
+6.00000000e+02,+3.97683907e+00,-5.78901329e-02,+6.48934611e-02
+7.00000000e+02,+4.63873601e+00,-9.74701012e-02,+1.04024647e-01
+8.00000000e+02,+5.30183005e+00,-5.93332682e-02,+9.03445453e-02
+9.00000000e+02,+5.96682692e+00,-6.96413029e-02,+4.83975126e-02
+1.00000000e+03,+6.63084793e+00,-2.67077185e-02,+9.51464190e-02
+1.10000000e+03,+7.29191995e+00,-5.37252115e-02,+5.25101112e-02
+1.20000000e+03,+7.95314693e+00,-4.75636100e-02,+5.90653098e-02
+1.30000000e+03,+8.61592007e+00,-5.67978874e-02,+7.92378874e-02
+1.40000000e+03,+9.28091192e+00,-1.98917335e-02,+1.28079570e-01
+1.50000000e+03,+9.94185805e+00,-6.81275553e-02,+1.08419064e-01
+1.60000000e+03,+1.06025670e+01,-2.56609216e-02,+1.36478837e-01
+1.70000000e+03,+1.12640181e+01,-7.13714330e-03,+1.74933049e-01
+1.80000000e+03,+1.19272790e+01,+1.51233065e-02,+1.51956526e-01
+1.90000000e+03,+1.25919330e+01,+5.14266181e-02,+1.06821511e-01
+2.00000000e+03,+1.32573779e+01,+7.37735872e-02,+1.38492397e-01
+2.10000000e+03,+1.39221449e+01,+6.10044330e-02,+8.92385239e-02
+2.20000000e+03,+1.45870299e+01,+1.87819702e-02,+1.34623361e-01
+2.30000000e+03,+1.52522018e+01,+3.38251014e-03,+9.60174101e-02
+2.40000000e+03,+1.59138510e+01,-2.29197930e-02,+1.29267450e-01
+2.50000000e+03,+1.65788379e+01,-5.29919424e-02,+1.57382475e-01
+2.60000000e+03,+1.72442701e+01,-1.00165326e-01,+1.12447865e-01
+2.70000000e+03,+1.79059381e+01,-1.26937840e-01,+1.61035271e-01
+2.80000000e+03,+1.85695779e+01,-9.62112124e-02,+1.53516994e-01
+2.90000000e+03,+1.92321479e+01,-6.75751458e-02,+1.26896547e-01
+3.00000000e+03,+1.98931630e+01,-3.39741015e-02,+9.30833196e-02
+3.10000000e+03,+2.05585749e+01,-2.19304387e-02,+1.26891257e-01
+3.20000000e+03,+2.12223148e+01,-1.57276702e-02,+1.00520605e-01
+3.30000000e+03,+2.18876851e+01,+1.98632238e-02,+1.19343701e-01
+3.40000000e+03,+2.25522439e+01,-1.07764748e-02,+1.41490258e-01
